store_code,address,district,state,pin_code,phone,status
PMBJK01161,"Jose Tower, Pulamon Po, Kottarakara, Kerala-691531",Kollam,Kerala,691531,9446095551,Operational
PMBJK01162,"Muncipal Park Building, Shivan Kovil Road, Punalur, Kollam Distt, Kerala-691305",Kollam,Kerala,691305,8826535111,Operational
PMBJK01163,"Xv/255, P. G Nivas Building, Sub Treasury Road, Kadakkal, Kottarakkara-691536",Kollam,Kerala,691536,9446184921,Operational
PMBJK01165,"Ksp/Xiv/738, Prabhath Arcade, Puthiyakavu, K. S. Puram(P. O), Karunagappally-689504",Kollam,Kerala,689504,9446282910,Operational
PMBJK01166,"Mp Xv/644, Mayyanadu, Kollam-691303",Kollam,Kerala,691303,9747443811,Operational
PMBJK01167,"Eramthu Junction, Alumpeedika, Karunagappally, Kollam-690547",Kollam,Kerala,690547,9895888867,Operational
PMBJK01168,"Epiii/301, Mukkada, Kollam-691501",Kollam,Kerala,691501,9497482062,Operational
PMBJK01169,"Cp Ix/656, R. R Building, Poredum Road, Chadayamangalam (P. O), Kottarakkara, Kollam-691534",Kollam,Kerala,691534,9746813435,Operational
PMBJK01170,"Pallimukku, Mulavana-691503",Kollam,Kerala,691503,9745494556,Operational
PMBJK01171,"Building No-Ppxi, 259, Oyur-691510",Kollam,Kerala,691510,9446244306,Operational
PMBJK01172,Karungapally-690544,Kollam,Kerala,690544,9496739765,Operational
PMBJK01173,"Thengazhissery Building, Kadappakada-691008",Kollam,Kerala,691008,9388555583,Operational
PMBJK01174,Kulathupuza-691310,Kollam,Kerala,691310,9447451458,Operational
PMBJK01175,"1/1044, Mukkkada Junction, Pathanapuram-691306",Kollam,Kerala,691306,9249404222,Operational
PMBJK01176,"Pp/3/240, Putoor, Kottarakkara-691507",Kollam,Kerala,691507,8593803951,Operational
PMBJK01177,"Ekp, Vii/513/Kjbuilding, East Kallada, 691502",Kollam,Kerala,691502,9447232955,Operational
PMBJK01178,"Op Ii/1663, Oachira, Karungapally-690526",Kollam,Kerala,690526,9847670036,Operational
PMBJK01179,"Kp Ix/1095, Near Medical College, Parypalli-691574",Kollam,Kerala,691574,9947195529,Operational
PMBJK02984,"Ksp/Xiv/738, Prabath Arcade Puthiyakavukarungapally-680544",Kollam,Kerala,680544,9809942938,Operational
PMBJK03564,"Kp I/1351, Hospital Junction, Karungapally, Kollam, Kerala-690518",Kollam,Kerala,690518,9447074107,Operational
PMBJK03768,"Building No-Pp16/698, Titanium JunctionKalari, Panmana, Karungapally, Kollam, Kerala",Kollam,Kerala,691583,8547702149,Operational
PMBJK03898,"X/685, Kalayapuram, Kottarakara, Kollam, Kerala-691560",Kollam,Kerala,691560,9605818405,Operational
PMBJK04210,"Door No. 11/454, Koovalathara Building, Near Govt. Hospital, Sasthamcotta, Kunnathur, Kollam",Kollam,Kerala,690521,9447591759,Operational
PMBJK04305,"Door No. Cpii/373, Kannan Building, Chithara, Kottarakkara, Kollam",Kollam,Kerala,691559,9447558898,Operational
PMBJK04700,"S.No-X/293, Sooranand North Panchayath, Sooranand North, Kollam",Kollam,Kerala,690561,9496316896,Operational
PMBJK04917,"SP-XIX/192, Cr Complex, Near Meethi Medical Store, Bharanikavu, Kollam",Kollam,Kerala,690520,9447082499,Operational
PMBJK05023,"Door No-11/824, Aiswarya Building, Cheerankavu, Kottarakkara, Kollam",Kollam,Kerala,691505,9072418599,Operational
PMBJK05322,"WKP-I/685, Karali Junction, Sasthamcotta, Kunnathur, Kollam",Kollam,Kerala,690521,9656885058,Operational
PMBJK05398,"MC-10/794, Polayathode, Mundakkal, Kollam",Kollam,Kerala,691010,9497482062,Operational
PMBJK06062,"XIX/593, Panavely, Kottarakkara",Kollam,Kerala,691544,9744238259,Operational
PMBJK06103,"D.No-XVI/11, Mynagapplly",Kollam,Kerala,690519,9446590939,Operational
PMBJK06170,"XI/784, Chakkuvally, Sooranadu North, Kunnathoor",Kollam,Kerala,690522,9496537712,Operational
PMBJK06840,"KPII/34, KS Building, Vallikkavu",Kollam,Kerala,690525,,Operational
PMBJK06844,"D.No-VII/390, Kannanallor",Kollam,Kerala,691576,,Operational
PMBJK07105,"Door No-26/163/C, Sreeshma Centre, Kottapuram, S. Paravur, Kollam",Kollam,Kerala,691301,,Operational
PMBJK07374,"K.P-3/1351, Chaprath Shopping Complex, Opposite Panchayath Office, Kulathupuzha",Kollam,Kerala,441380,,Operational
PMBJK07730,"Koippallil Building, Shop No-2/720, Chengamanadu",Kollam,Kerala,691557,,Operational
PMBJK07799,"PP-9/116, Near Panchayath Offce, Pattazhy",Kollam,Kerala,691522,,Operational
PMBJK07862,"Building No-CP 3/127, Cheruseri Bhagom, Chavara",Kollam,Kerala,691583,,Operational
PMBJK07925,"KMC-54/1035, Vallikkeezhu, Sakthikulanagara",Kollam,Kerala,691003,,Operational
PMBJK08093,"6/4A, MS Building, Nambaruvikala, Alumkadavu, Karunagpally",Kollam,Kerala,690573,,Operational
PMBJK08170,"PP-V/656, Puliyoorvanchi South, Edakulangara",Kollam,Kerala,690523,,Operational
PMBJK08191,"13/576, Thankam Complex, Chinnakkada",Kollam,Kerala,691001,,Operational
PMBJK08288,"19/1725, Kallum Thazham, Kilikolloor",Kollam,Kerala,691004,,Operational
PMBJK01083,"14/69, Kulanada Junction, Kulanada, Kozhenchery, Pathanamthitta",Pathanamthitta,Kerala,689503,9447230490,Operational
PMBJK01264,"Ix/696, Vazhayil, Puthenparampil, Pazhavangadi, Ranny, Pathanamthitta, Kerala?689673",Pathanamthitta,Kerala,689673,9946413299,Operational
PMBJK01265,"Amc Xvii/1132 (18), Chittundayil Buildings, Near Parthasarathy Temple, Adoor P. O., Pathanamthitta, Kerala-691523",Pathanamthitta,Kerala,691523,9447716302,Operational
PMBJK01267,"Neduveli Mannil Xviii/524, Pathanamthitta, Kerala-689653",Pathanamthitta,Kerala,689653,9447882895,Operational
PMBJK01268,"Vii/685(B), Kcm Building, M. M Junction, Pandalam, Adoor-689501",Pathanamthitta,Kerala,689501,9847670036,Operational
PMBJK01269,"Xiii/1732, Mantec Tower, Opp., Y. W. C. A, Kochencherry, Pathanamthitta-689641",Pathanamthitta,Kerala,689641,9947106826,Operational
PMBJK01270,"XI/264 (1), Thiruvalla Social Service Society (Bodhana), Thiruvalla, Pathanamthitta",Pathanamthitta,Kerala,689101,9747223008,Operational
PMBJK01272,"Xv/456A, Mount Zion Medical College Hospital, Adoor-691556",Pathanamthitta,Kerala,691556,9497713989,Operational
PMBJK01273,"Iii/811, Vadakkekavala Juction, Pullad-689548",Pathanamthitta,Kerala,689548,8943764371,Operational
PMBJK01274,"3/62, Temple Junction, Omalloor, Pathanamthitta, Kerala-689647",Pathanamthitta,Kerala,689647,9447230490,Operational
PMBJK01275,"V/333C, Punnackadu, Mallapuzhassery Panchayath, Pathanamthitta, Kerala",Pathanamthitta,Kerala,689641,9562138119,Operational
PMBJK01276,"Xxvii/141(4), Sree Bhadra Auditorium Building, Muthoor, Thiruvilla-689107",Pathanamthitta,Kerala,689107,7736574137,Operational
PMBJK03225,"Xiv/520, Moolakada Building, Enathu Junction, Enathu, Adoor, Pathanamthitta, Kerala-691523",Pathanamthitta,Kerala,691523,9447716302,Operational
PMBJK03688,"Iii/201, Kakkudiyil Building, Vennikulam, Pathanamthitta",Pathanamthitta,Kerala,689544,8943823246,Operational
PMBJK04178,"7/247, Oonnukal, Omalloor, Pathanamthitta",Pathanamthitta,Kerala,689647,9447040380,Operational
PMBJK04252,"Xvi/241, Thuvayoor North, Manakal, Adoor, Pathanamthitta",Pathanamthitta,Kerala,691551,9744202988,Operational
PMBJK04814,"XIII/378, Pattathil Building, Mammodu, Thattayil, Pandalam, Pathanamthitta",Pathanamthitta,Kerala,689513,9037772222,Operational
PMBJK04827,"VIII/459(5), Chittoor Muri, Kozhenchery, Pathanamthitta",Pathanamthitta,Kerala,689645,9847670036,Operational
PMBJK04831,"XXI/352 (3), Maniveena Complex, Aban Junction, Kozhencherry, Pathanamthitta Junction, Pathanamthitta",Pathanamthitta,Kerala,689645,9847670036,Operational
PMBJK04832,"VII/504 (11), Thiruvilla Town, Pathanamthitta",Pathanamthitta,Kerala,689101,9847670036,Operational
PMBJK05646,"13/901, Near Govt. Hospital, Mallapally West, Pathanamthitta",Pathanamthitta,Kerala,689585,9446477478,Operational
PMBJK05654,"13/357, Kodumon, Adoor, Pathanamthitta",Pathanamthitta,Kerala,691555,9447716302,Operational
PMBJK05827,"W.No. V, Building No-729, Shop No-Gf 04, Revenue Tower",Pathanamthitta,Kerala,691523,9447716302,Operational
PMBJK05866,"1/570, Ranny Panchayath",Pathanamthitta,Kerala,689672,9946413299,Operational
PMBJK06162,"15/1080, Valiya Veettil Complex, Kadampanadu, Thuvayoor South",Pathanamthitta,Kerala,691552,9871914660,Operational
PMBJK06172,"W.No-XV, B. No-849, Kalanjoor Panchayath",Pathanamthitta,Kerala,689694,6282092461,Operational
PMBJK06324,"VI/261A, Lekshmi Vilasam, Mangaram, Pandalam",Pathanamthitta,Kerala,689501,6235389863,Operational
PMBJK06723,"XV/201, Chengalippillil Building, Aruvkalickal East, Nedumon, Pathanamthitta",Pathanamthitta,Kerala,691523,,Operational
PMBJK06876,"Room No-17/303 & 17/304, Nellad, Eraviperroor",Pathanamthitta,Kerala,689641,,Operational
PMBJK06947,"11/608, Temple Junction, Malayalapuzha",Pathanamthitta,Kerala,675852,,Operational
PMBJK06948,"9/397, Chunkappara",Pathanamthitta,Kerala,685745,,Operational
PMBJK07288,"XVII/550, Near K.S.R.T.C. Bus Stand",Pathanamthitta,Kerala,689691,,Operational
PMBJK07732,"2/598, Panamattom Building , Vechoochira, Vechoochira",Pathanamthitta,Kerala,686511,,Operational
PMBJK07758,"15/258/A, Block Office Shopping Complex, Pulikeezhu, Sreedharam, Kuttemperoor",Pathanamthitta,Kerala,689623,,Operational
PMBJK07852,"Number-1/322, Ward No-1, Nedumparam (Panchayat)",Pathanamthitta,Kerala,689110,,Operational
PMBJK08252,"II/27, Kodath Buildings, Kaipattoor",Pathanamthitta,Kerala,689648,,Operational
PMBJK08298,"IX/145, N.S.S Building, Thottabhagom, Kaviyoor Panchayath, Thiruvalla",Pathanamthitta,Kerala,689541,,Operational
PMBJK01140,"Rabi Tower, Opp. Railway Station, Kannur, Kerala-670003",Kannur,Kerala,670003,9400991111,Operational
PMBJK01141,"Thavakal Complex, Thalassery Road, Kannur, Mattannur",Kannur,Kerala,670702,9495163275,Operational
PMBJK01142,"46/2387, Zakariya Plaza Building, Thalassery, Kannur District, Kerala-670101",Kannur,Kerala,670101,9961384987,Operational
PMBJK01143,"Hear To Hand Foundation, City Tower, New Bus Stand, Payyanur, Kerala-670307",Kannur,Kerala,670307,8547770777,Operational
PMBJK01144,"Ep 11/772 Hak Complex, Near Pazhayangadi Bus Stand, Kannur, Pazhayangadi, Kerala-670303",Kannur,Kerala,670303,9746219746,Operational
PMBJK01145,"Klp-1/813, Kannur-Mattannur Road, Chalode, Edayannur(P. O), Thalassery-670595",Kannur,Kerala,670595,9895992783,Operational
PMBJK01147,"Xii/297 E, Payyavoor, (Po), Sreekandapuram, Thaliparambu-670633",Kannur,Kerala,670633,9947111407,Operational
PMBJK01148,"Iv/775, Govt Hospital Road, Opp. Mowanchery Co-Operative Bank, Post Mowanchery, Chakkarakkal, Kannur, Kerala-670613",Kannur,Kerala,670613,9847842267,Operational
PMBJK01149,"Pattuvam Complex, Mainroad, Karuvanchal-670571",Kannur,Kerala,670571,9447487441,Operational
PMBJK01150,"Thahira Building, Nh-17, Pariyaram Medical College, Pariyaram-670503",Kannur,Kerala,670503,9496359414,Operational
PMBJK01151,"Sreenilayam, Ayithara Mambaram-670643",Kannur,Kerala,670643,9495163275,Operational
PMBJK01152,"V-540, Varam, Kannur-670594",Kannur,Kerala,670594,9846501310,Operational
PMBJK04098,"Cp-II/1567, Main Road, Cherupuzha Town, Thaliparambu, Kannur",Kannur,Kerala,670511,9447487441,Operational
PMBJK04781,"XXIX, Bell Sqare Complex, Opp. Muncipality Bus Stand, Taliparamba, Kannur",Kannur,Kerala,670141,9400991111,Operational
PMBJK06220,"CP-16/195, Chokli- Kaviyur Road Junction, Chokli",Kannur,Kerala,670672,9400439491,Operational
PMBJK06380,"XIII/1599/(A)2, Kamal Hajee Building",Kannur,Kerala,670703,9495163275,Operational
PMBJK07338,"PP XI/999, Near Govt Hospital, Peravoor",Kannur,Kerala,670673,,Operational
PMBJK07516,"3/577/B1, Madhavi Complex, Opp. Kannapuram Railway Station, Kannapuram",Kannur,Kerala,670301,,Operational
PMBJK07735,"Door No-CP 4/273A6, PVR Wedding Near KSTP Road Junction, Peerakamthadam, Pilathara",Kannur,Kerala,670501,,Operational
PMBJK07771,"Room No-SMP XXVI/1425, Sama Bazar, Sreekandapuram, Opp. Supplyco",Kannur,Kerala,670631,,Operational
PMBJK07863,"VI/604, Lakshmi Complex, Opp. Koyili Hospital",Kannur,Kerala,670004,,Operational
PMBJK07970,"AP-1700A, Nandana Arcade, Alakode",Kannur,Kerala,670571,,Operational
PMBJK08005,"28/634, KP Tower, Thazhechovva, Kannur",Kannur,Kerala,670018,,Operational
PMBJK08031,"Kannur Medical College Hospital, Anjarakandy",Kannur,Kerala,670612,,Operational
PMBJK08071,"Door No-MP 14/251 P, Khadeeja Shopping Center, Mottambram, Madayi",Kannur,Kerala,670304,,Operational
PMBJK08156,"47/2545, Pamban Madhavan Road, Talap, Kannur",Kannur,Kerala,670002,,Operational
PMBJK08357,"Room No-7/272, Opp. Sub Registrar, Irikur",Kannur,Kerala,670593,,Operational
PMBJK08366,"24/170D, Naduvanadu, Chavasseri",Kannur,Kerala,670702,,Operational
PMBJK08372,"4/134-4, Seasons Building, NH Kothayimukku, Kandoth",Kannur,Kerala,670307,,Operational
PMBJK08474,"13/466A1, Insaf Arcade, Parassinikadavu",Kannur,Kerala,670563,,Operational
PMBJK01153,"5/538 Bank Road Padana P. O., Kasaragod, Kerala-671312",Kasaragod,Kerala,671312,9447659994,Operational
PMBJK01154,"X/56, X/57, Near Petrol Pump, Chervathur-671313",Kasaragod,Kerala,671313,9447489439,Operational
PMBJK03017,"I/1354-B, Devan Road, Kanhangad, Hosdrug-671315",Kasaragod,Kerala,671315,9895207830,Operational
PMBJK04278,"16/368, Happy Complex, Raja Road, Near Bus Stand, Nileshwar",Kasaragod,Kerala,671531,9656587073,Operational
PMBJK04442,"XXXII/2154, Thekkil Shopping Complex, Nayaks Road, Kasargod",Kasaragod,Kerala,671121,9847664906,Operational
PMBJK04487,"B.P Xii/947, Shenoys City Center, Badiyaduka, Kasargod",Kasaragod,Kerala,671551,9497291275,Operational
PMBJK04875,"MP-IV/1290, Narayana Tower, Uppala, Manjeshwaram, Kasargod",Kasaragod,Kerala,671322,9562953634,Operational
PMBJK05478,"10/938 A5, Thrayambakam Mall, Poinachi, Kasargod",Kasaragod,Kerala,671541,9061090811,Operational
PMBJK05864,"B.P-14/387/B, Swasthi Edifice Building, Vellarikundu, Bala",Kasaragod,Kerala,671534,9947223282,Operational
PMBJK05887,"IV/219, Harish Complex, Badiadka, Mulleria",Kasaragod,Kerala,671543,9495646968,Operational
PMBJK06023,"XXII-431 C, Amma Complex, Melparamba, Kalanad, Chemnad",Kasaragod,Kerala,671317,9961101860,Operational
PMBJK06032,"KP XXIII-981, Oberla Complex, Kumbala Badiyadka",Kasaragod,Kerala,671321,9446283354,Operational
PMBJK07267,"3/1436A, Opp. State Bank of India, Trikaripur",Kasaragod,Kerala,671310,,Operational
PMBJK07466,"Epx-607, KBH Complex, Main Road, Perla",Kasaragod,Kerala,671552,,Operational
PMBJK07921,"10/678-B, Kayanadan Complex, Mavungal, Anandashram",Kasaragod,Kerala,671531,,Operational
PMBJK07974,"8/753, 1st Floor, Zuhara Building, Near GHSS Parappa",Kasaragod,Kerala,671533,,Operational
PMBJK07986,"XI/77 F, Cloud 9 Shopping Centre, Hosangadi",Kasaragod,Kerala,671323,,Operational
PMBJK08069,"Door No-KMC XXVI-235, Malik Deenar Nagar, Thalangara",Kasaragod,Kerala,671122,,Operational
PMBJK08224,"10/347, NAM Center, First Floor, B C Road, Vidyanagar",Kasaragod,Kerala,671123,,Operational
PMBJK08253,"D.No KMC-19/599, Tiger Hills, Muncipal Office Road, Kasaragod Village, Kasaragod",Kasaragod,Kerala,671121,,Operational
PMBJK08364,"UPW/XXI/26, Kallatra Complex, Uduma",Kasaragod,Kerala,671319,,Operational
PMBJK08477,"Shop No-1/371D, Ground Floor, Shivaprakash Complex, Majeerpalla, Kodlamogaru",Kasaragod,Kerala,671323,,Operational
PMBJK01131,"Door No- X11/356, Thodupuzha, Karimkunnam Post, Idukki, Tal-Thodupuzha, Kerala-685586",Idukki,Kerala,685586,9745376942,Operational
PMBJK01132,"Door No- Xxii/278 D, Sun Beam Building, Mangattukavala, Thodupuzha, Idukki, Kerala-685585",Idukki,Kerala,685585,9747002330,Operational
PMBJK01133,"Door No-Viii/125F2, Kolani Post, Thodupuzha, Idukki(Dist. ), Tal:Thodupuzha, Kerala-685608",Idukki,Kerala,685608,9746187281,Operational
PMBJK01134,"Door No-Xxvii/46E1, Vengalloor Post, Thodupuzha, Idukki(Dist. ), Tal-Thodupuzha, Kerala-685608",Idukki,Kerala,685608,9446522400,Operational
PMBJK01138,"Door No-Xv/1580(3), Kannattu Building, Adimaly P. O, Adimaly, Devicolam-685561",Idukki,Kerala,685561,9447245088,Operational
PMBJK01139,"X/36?, Sarangi Tower, Rajakkadu, Udumbanchola-685566",Idukki,Kerala,685566,9947807472,Operational
PMBJK02821,"D. No-Xiii/658, Hospital Campus, St, John Hospital, Kattappana South, -685515",Idukki,Kerala,685515,9447596978,Operational
PMBJK03248,"D. No-I/90C, Vazhithala, Thodupuzha, Idukki, Kerala-685583",Idukki,Kerala,685583,9995205444,Operational
PMBJK03763,"Door No-X/1714, Cheruthony, Idukki Colony, Idukki, Kerala-685602",Idukki,Kerala,685602,9947222193,Operational
PMBJK03881,"Door No. IV/513/A-5, Kalarichalil Building, Vellayamkudy, Idukki",Idukki,Kerala,685515,9656615616,Operational
PMBJK04340,"Door No VII/559, Erattayar, Udumbanchola, Idukky",Idukki,Kerala,685514,9447076144,Operational
PMBJK04541,"Door No. 12/415, Karippayil Building, Kumily, Peerumedu, Idukki",Idukki,Kerala,685509,9020150150,Operational
PMBJK06099,"D.No-5/390, Thodupuzha, Moolamattam Road, Muttom",Idukki,Kerala,685587,8301954255,Operational
PMBJK07127,"II/643 A, Karimpan Road, Murickassery",Idukki,Kerala,685604,,Operational
PMBJK07266,"XI/707, Thankamany Murickassery Road, Thopramkudy",Idukki,Kerala,685609,,Operational
PMBJK07518,"16/154, Kumily-Munnar Road, Panchayat Padi, Nedumkandam, Udumbanchola, Idukki",Idukki,Kerala,685553,,Operational
PMBJK07981,"Room No-28/1250, Charalil Building, Near Pvt Bus Stand",Idukki,Kerala,685584,,Operational
PMBJK08488,"5/183, Upputhara, Upputhara Peerumede",Idukki,Kerala,685505,,Operational
PMBJK01380,"16/431, Moopainad Central Hospital Building, Moopainad, Mepadi(P. O), Vaithiri(Wynad)-673577",Wayanad,Kerala,673577,9744691935,Operational
PMBJK01381,"12/862-M, Vyapara Bhavan, Kambalakkad-67312",Wayanad,Kerala,673121,9447682366,Operational
PMBJK01382,"7/1080, Vydehi Shopping Complex, Pulpally-673539",Wayanad,Kerala,673539,9496051785,Operational
PMBJK01383,"Xii/650, Near Govt. Hospital Panamarma-673596",Wayanad,Kerala,673596,7034522115,Operational
PMBJK02910,"Sbm Xix/286-H, Vinayaka Hospital Road, Sulthan Bathery",Wayanad,Kerala,673592,9744655298,Operational
PMBJK04334,"18/1162, Moscmm Shopping Complex, Near St. George Dialysis Center, Engapuzha, Kozhikode, Wayanad",Wayanad,Kerala,673586,9947220047,Operational
PMBJK04880,"XI-360(A), C.K Complex, Chemmannur Junction, Vaithiri, Kalpetta, Wayanad",Wayanad,Kerala,673121,8301849477,Operational
PMBJK04881,"XIV-1327, KPV Complex, Near Jose Cinemas, Mananthavdai, Wayanad",Wayanad,Kerala,670645,8301849477,Operational
PMBJK06341,"6/830, City Tourist Home, Near Bus Stand, Ooty Road, Meppadi",Wayanad,Kerala,673577,8605369396,Operational
PMBJK06791,"11/606G, Punnackal Building, Near Enlite Super Maket, Meenangadi",Wayanad,Kerala,673591,,Operational
PMBJK07728,"V/804C, 804D, Oottumadathil, Near Marina Hospital, Ambalavayal, Sulthan Bathery",Wayanad,Kerala,673593,,Operational
PMBJK08184,"KM-VI/125(2), Zigma Building Civil Station, Kalpetta, Wayanad",Wayanad,Kerala,673121,,Operational
PMBJK08462,"SBM-30/548A2, PVS Complex, Calicut Mysore Road, Beenachi Town",Wayanad,Kerala,673592,,Operational
PMBJK08484,"X-11/112G, Thoppil Arcade, Dwaraka, Nallornad",Wayanad,Kerala,670645,,Operational
PMBJK08492,"VP-11/154L, First Floor, Ghadimul Islam Sangam, Buliding, Vythiri",Wayanad,Kerala,673576,,Operational
PMBJK01631,"Shirodkar Hospital Trust Manpada Road Sitaram Palace Ground Floor Shop No-2, Dombivli (East), Mumbai-421203",Thane,Maharashtra,421203,9049487713,Operational
PMBJK01632,"Shop No-5, Shiv Plaza Complex, Hospital Road, Nehru Chowk, Ulhasnagar - 421002",Thane,Maharashtra,421002,9422685849,Operational
PMBJK01633,"Gala No- D-6, Gr. Floor, Siddhivinayak Co. Op. Hsg. Ltd, Plot No-64, Sawarkar Nagar, Thane(West), Maharashtra-400606",Thane,Maharashtra,400606,9892550177,Operational
PMBJK01634,"Shop No-19, Rajyog Phase 1, Virar Road, Nagindas Pada, Near Municipal Hospital, Nallasopara East, Nalasopara(E)(Thane Zone3) 401209",Thane,Maharashtra,401209,9860086928,Operational
PMBJK01635,"Unit No- 2, Basement, Prabhavati Tower, Behind Shivsena Shakha, Pokharan Road No-1, Khopat, Thane W, Thn1, (Thane Zone1)-400601",Thane,Maharashtra,400601,9892812872,Operational
PMBJK01636,"At Janan Ki Niwas, Sambhaji Nagar, Adharwadi, Highway Road, Opp Andhra Bank, Kalyan W Thane Tal. Kalyan Maharashtra. 421301",Thane,Maharashtra,421301,9004282025,Operational
PMBJK01637,"Shop No- 15, Bldg No-B/21, 22, 23 Kapiila Co. Hsg. Soc. Shanti Nagar Sector 7, Mira Road East Thane Maharashtra. 401107",Thane,Maharashtra,401107,9320356200,Operational
PMBJK01638,"Shop No- 06, A Wing, Ground Floor Survey No-317 Sai Enclave, Juchandra Village Naigaon Palghar Thane Maharashtra. 401208",Thane,Maharashtra,401208,7875688666,Operational
PMBJK01639,"Shop No- 08, Hast Giri Chs Ltd, Padamvati Nagar 150Ft Road Near Temba Hospital And Maxus Mall Bhayander West Bhayander Thane Maharashtra. 401101",Thane,Maharashtra,401101,9967935917,Operational
PMBJK01640,"Shop No- 1, A Wing Shree Raj Enclave Chs Ltd Deepak Hospital Road Near Seven Square Academy Mira Road East Mira Road Thane Maharashtra401107",Thane,Maharashtra,401107,9987995159,Operational
PMBJK02806,"Shop No- 1 Arya Darshan A-Wing, Belavali Badlapur W Thane Badlapur City Thane Zone6 Maharashtra. 421503",Thane,Maharashtra,421503,9022324499,Operational
PMBJK03257,"Shop Number 1, D Wing, Ground Floor, Sai Darshan Tower, Co-Hsl, Mira Road(East). Thane. 401107",Thane,Maharashtra,401107,9920418555,Operational
PMBJK03660,"House No- 1617, Survey No-142/1/P, 142/2/2 Ethena Bldg Suncity Complex, Gala 3, Ground Floor, Opp Shankar Dyeing, Kamatghar, Bhiwandi. Thane",Thane,Maharashtra,421302,9168811180,Operational
PMBJK03796,"Shop No- 1, Gr, Flr Chinmay Heights Ganesh Nagar, Diva-E, Thane Maharashtra. 400614",Thane,Maharashtra,400614,9049487713,Operational
PMBJK04057,"Shop no 2, Samrat Palace, Subhash Tekdi, A - BLK 432/864, Ulhasnagar Corporation, Thane",Thane,Maharashtra,421004,7972756696,Operational
PMBJK04089,"Shop no-4, House no-192, Ground floor, Jamal Building Varaldevi Road New Kaneri Bhiwamdi, Thane",Thane,Maharashtra,421302,8411868555,Operational
PMBJK04169,"S. No B-11, Reti Bunder Road, Near Neerabai Mhatre Hall, Dombivali East, Dombivali City, Thane",Thane,Maharashtra,421202,7506096975,Operational
PMBJK04377,"Gali No-6, Ground floor, Gopal Krishna Society, House No-342/A/6, Kasar Ali Khadak Road, Bhiwandi, Thane",Thane,Maharashtra,421302,8087201840,Operational
PMBJK04621,"Room No 1, Ground Floor, Kalsekar Hospital, Annexe Near Bharat Gear Co. Kausa, Mumbra, Thane",Thane,Maharashtra,400162,9168880535,Operational
PMBJK04721,"Shop No 7, Atal Bihari Chawl, Nana Pawshe Chowk, Katemanivali Kalyan East, Kalyan, Thane",Thane,Maharashtra,421306,9699990979,Operational
PMBJK05051,"56, Bk No-2058, Room No-11, Section-36, Ulhasnagar, Thane",Thane,Maharashtra,421005,8850444899,Operational
PMBJK05095,"Shop No-3, Gurunath Smruti, Malmatta, Opp. VVMC Hosp Shivesena Office, Vasai, Thane",Thane,Maharashtra,401208,9892195801,Operational
PMBJK05108,"Gala No-1038, First Floor, Ganga Apartment, House No-1311, Tadali Road, Near Varaldevi Hospital, Kamatghar, Bhiwandi, Thane",Thane,Maharashtra,421302,9920726211,Operational
PMBJK05109,"Gala No-3, Ground Floor, Vasupujya Apartment, House No-1143/1144/03 G, Near Varaldevi, Kamatghar, Bhiwandi, Thane",Thane,Maharashtra,421302,9860160156,Operational
PMBJK05267,"Shop No-4, Dyanganga CHS Ltd, Poona Link Road, Tisgaon, Kalyan East, Thane",Thane,Maharashtra,421306,7021948440,Operational
PMBJK05396,"Gala No-6 and 7, Patil House, Near Parvati Niwas, Chimaji Nagar Penkar Pada , Near Dahisar Check Naka",Thane,Maharashtra,400107,9004434971,Operational
PMBJK05413,"Shop No-6, Ground Floor, Musa Kasam Bldg, H.No-163/324, Old Mumbai Pune, Thane",Thane,Maharashtra,400612,9322275557,Operational
PMBJK05431,"Shop No-41, Siddhi Vinayak Sankul Premises C.H.S. Ltd, Ground Floor, Oak Baugh, Kalyan West, Thane",Thane,Maharashtra,421301,8087772154,Operational
PMBJK05432,"Gala No-01, Ground Floor, Bhandari Compound, House No-1623, Near Shri Ram Hotel, Narpoli 2, Bhiwandi, Thane",Thane,Maharashtra,421302,8888815137,Operational
PMBJK05648,"Shop No-4, Enkay Square Co-Operative Housing Society Ltd, Plot No-21, Sector No-6, Koparkhairane, Navi Mumbai, Thane",Thane,Maharashtra,400709,9769465560,Operational
PMBJK05807,"Shop No-6, Asmita Blue Heaven, CHS Ltd Station Road, Near Kokan Bank, Naya Nagar, Mira Road East",Thane,Maharashtra,401107,8286345185,Operational
PMBJK05902,"Unit of DME Remedies Pvt Ltd, Shop No-1, Ground Floor, Hariomniwas Plot No K-26, Sector No-3, Airoli, Navi Mumbai",Thane,Maharashtra,400708,9833487562,Operational
PMBJK05985,"Survey No-68, Hissa No-11P, Shop No-3, Ground Floor, Om Sidd Kulgaon, Badlapur",Thane,Maharashtra,421503,9022324499,Operational
PMBJK05987,"Shree Mahalaxmi Chsl. Prop No Ac/20, Dewan & Sons Housing Enclave, Near Golden Rock Hotel, Vasai, Palg",Thane,Maharashtra,401208,9004092323,Operational
PMBJK06019,"Shop No-3, Ground Floor, Janaki Apartment, House No-1806/1, Vasudev Patil Nagar, Near Bank of Baroda, Kongaon, Bhiwandi, Thane",Thane,Maharashtra,421302,9967836122,Operational
PMBJK06097,"Shop No-42, Ground Floor, Yashwant Plaza, Navapur road, MIDC Tarapur",Thane,Maharashtra,401501,9890465669,Operational
